English (en),Hebrew (iw),Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
evergreen,יָרוֹק עַד,1,0,0,0,0,0,1,0,0,1
everlasting,נִצחִי,1,0,0,0,0,0,0,0,0,0
evermore,לָנֶצַח,0,0,0,0,0,0,0,0,0,0
everyday,כל יום,0,0,0,0,0,0,0,0,0,0
evict,לְפַנוֹת,0,1,0,0,0,0,0,1,0,0
eviction,פינוי,0,1,1,0,1,1,0,1,0,0
evidence,עֵדוּת,0,0,0,0,0,0,0,0,0,0
evident,בָּרוּר,1,0,0,0,0,0,0,0,0,1
evil,רוע,0,1,1,0,1,1,0,1,0,0
evoke,לְהַעֲלוֹת זִכרוֹנוֹת,0,0,0,0,0,0,0,0,0,0
evolution,אבולוציה,1,0,0,0,0,0,0,0,0,0
evolve,לְהִתְפַּתֵחַ,0,0,0,0,0,0,0,0,0,0
ewe,כִּבשָׂה,0,0,0,0,0,0,0,0,0,0
exacerbate,לְהַחרִיף,0,1,0,0,0,0,0,0,0,0
exacerbation,הַחרָפָה,0,1,1,0,0,1,0,0,0,0
exacting,מַחמִיר,0,1,0,0,0,0,0,0,0,0
exaggerate,לְהַגזִים,0,1,1,0,0,0,0,0,0,0
exaggerated,מוּגזָם,0,1,0,0,0,0,0,0,0,0
exaggeration,הגזמה,0,0,0,0,0,0,0,0,0,0
exalt,לְרוֹמֵם,1,0,0,1,0,0,1,0,0,1
exaltation,התרוממות רוח,1,0,0,0,0,0,1,0,0,1
exalted,נַעֲלֶה,1,0,0,0,0,0,1,0,0,1
exam,בְּחִינָה,0,0,0,0,0,0,0,0,0,0
examination,בְּדִיקָה,0,1,0,0,0,1,0,0,1,0
examine,לִבחוֹן,0,0,0,0,0,0,0,0,0,0
examiner,בּוֹחֵן,0,0,0,0,0,0,0,0,0,0
exasperation,רוֹגֶז,0,1,1,0,1,0,0,0,0,0
excavate,לַחפּוֹר,0,0,0,0,0,0,0,0,0,0
excavation,חֲפִירָה,0,1,0,1,0,0,0,0,1,0
excavator,מַחְפֵּר,0,0,0,0,0,0,0,0,0,0
exceed,עולה על,1,0,0,1,0,0,1,0,0,0
exceeding,ח,0,0,0,0,0,0,0,0,0,0
excel,לְהִצטַיֵן,1,0,0,1,0,0,1,0,1,1
excellence,מצוינות,1,0,0,0,1,0,1,0,0,1
excellent,מְעוּלֶה,1,0,0,0,0,0,1,0,0,1
excepting,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
exception,יוצא מן הכלל,0,0,0,0,0,0,0,0,0,0
excerpt,קטע,0,0,0,0,0,0,0,0,0,0
excess,עודף,0,1,0,0,0,0,0,0,0,0
excessive,מוּפרָז,0,0,0,0,0,0,0,0,0,0
excessively,יתר על המידה,0,0,0,0,0,0,0,0,0,0
exchange,לְהַחלִיף,1,0,0,0,0,0,0,0,0,1
excise,בְּלוֹ,0,1,0,0,0,0,0,0,0,0
excision,כְּרִיתָה,0,0,0,0,0,0,0,0,0,0
excitability,רְגִישׁוּת,0,0,0,0,0,0,0,0,0,0
excitable,רָגִישׁ,1,0,0,0,0,0,0,0,0,0
excitation,עִירוּר,1,0,1,1,0,1,1,0,1,0
excite,לְרַגֵשׁ,1,0,1,1,0,1,1,0,1,0
excited,נִרגָשׁ,1,0,0,1,0,0,1,0,1,1
excitement,התרגשות,1,0,0,1,0,0,1,0,1,0
exciting,מְרַגֵשׁ,1,0,0,1,0,0,1,0,1,0
exclaim,קראה,0,0,0,0,0,0,0,0,1,0
excluded,לא נכללו,0,1,0,0,1,0,0,1,0,0
excluding,לְמַעֵט,0,1,0,0,0,0,0,1,0,0
exclusion,הוֹצָאָה מִן הַכְלַל,0,1,0,0,1,1,0,1,0,0
excrement,צוֹאָה,0,1,0,0,1,0,0,0,0,0
excretion,הַפרָשָׁה,0,0,0,0,1,0,0,0,0,0
excruciating,מתסכל,0,1,0,0,0,1,0,0,0,0
excursion,טיול,0,0,0,0,0,0,0,0,0,0
excuse,סְלִיחָה,0,1,0,0,0,0,0,0,0,0
execute,לבצע,0,0,0,0,0,0,0,0,0,0
execution,ביצוע,0,1,1,0,0,1,0,1,0,1
executioner,תליין,0,1,1,0,0,1,0,1,0,0
executive,מְנַהֵל,0,0,0,0,0,0,0,0,0,0
executor,מוציא להורג,0,0,0,0,0,0,0,0,0,1
exegesis,פֵּרוּשׁ,0,0,0,0,0,0,0,0,0,0
exemplar,מוֹפֵת,0,0,0,0,0,0,0,0,0,0
exemplary,מוֹפְתִי,1,0,0,0,0,0,0,0,0,0
exemplify,לְהַדגִים,0,0,0,0,0,0,0,0,0,0
exempt,לִפְטוֹר,0,0,0,0,0,0,0,0,0,0
exemption,פְּטוֹר,1,0,0,0,0,0,0,0,0,0
exercise,תרגיל,0,0,0,0,0,0,0,0,0,0
exert,לְהַפְעִיל,0,0,0,0,0,0,0,0,0,0
exertion,מַאֲמָץ,0,0,0,0,0,0,0,0,0,0
exhale,לִנְשׁוֹף,0,0,0,0,0,0,0,0,0,0
exhaust,פְּלִיטָה,0,1,0,0,0,0,0,0,0,0
exhausted,תָשׁוּשׁ,0,1,0,0,0,0,0,1,0,0
exhaustion,תְשִׁישׁוּת,0,1,0,1,0,0,0,1,0,0
exhaustive,ממצה,0,0,0,0,0,0,0,0,0,1
exhibit,לְהַצִיג,0,0,0,0,0,0,0,0,0,0
exhibition,תערוכה,0,0,0,0,0,0,0,0,0,0
exhilaration,שִׂמְחָה,1,0,0,0,0,0,1,0,1,0
exhort,לְהַטִיף,1,0,0,0,0,0,0,0,0,0
exhortation,תוֹכֵחָה,1,0,0,0,0,0,0,0,0,0
exigent,NO TRANSLATION,0,1,0,1,1,1,0,0,1,0
exile,גלות,0,1,1,0,0,1,0,1,0,0
exist,קיימים,0,0,0,0,0,0,0,0,0,0
existence,קִיוּם,1,0,0,0,0,0,0,0,0,0
existent,קיים,0,0,0,0,0,0,0,0,0,0
existing,קיים,0,0,0,0,0,0,0,0,0,0
exit,יְצִיאָה,0,0,0,0,0,0,0,0,0,0
exodus,סֵפֶר שֵׁמוֹת,0,0,0,0,0,0,0,0,0,0
exorbitant,מוּפקָע,0,0,0,0,0,0,0,0,0,0
exorcism,גירוש שדים,0,1,0,0,0,1,0,1,0,0
exorcist,מְגַרֵשׁ שֵׁדִים,0,0,0,0,0,0,0,0,0,0
exotic,אקזוטי,1,0,0,0,0,0,0,0,0,0
expand,לְהַרְחִיב,0,0,0,0,0,0,0,0,0,0
expanded,מוּרחָב,0,0,0,0,0,0,0,0,0,0
expanse,מֶרחָב,0,0,0,0,0,0,0,0,0,0
expansion,הַרחָבָה,0,0,0,0,0,0,0,0,0,0
expansive,מִתפַּשֵׁט,0,0,0,0,0,0,0,0,0,0
expatriate,גוֹלֶה,0,1,0,0,0,0,0,0,0,0
expect,לְצַפּוֹת,1,0,0,1,0,0,0,0,1,1
expectancy,תוחלת,0,0,0,1,0,0,0,0,0,0
expectant,בְּהֵרָיוֹן,0,0,0,1,0,0,0,0,0,0
expectation,תוֹחֶלֶת,1,0,0,1,0,0,0,0,0,0
expected,צָפוּי,0,0,0,1,0,0,0,0,0,0
expecting,מצפה,0,0,0,1,0,0,0,0,0,0
expediency,תוֹעַלתִיוּת,0,0,0,0,0,0,0,0,0,0
expedient,אֶמְצָעִי,1,0,0,0,0,0,1,0,0,1
expedite,לְזַרֵז,0,0,0,0,0,0,0,0,0,0
expedition,מִשׁלַחַת,1,0,0,1,0,0,0,0,0,0
expeditious,זריז,0,0,0,0,0,0,0,0,0,0
expel,לְגַרֵשׁ,0,1,1,0,1,1,0,1,0,0
expenditure,הוצאה,0,1,0,0,0,0,0,0,0,0
expense,הוֹצָאָה,0,0,0,0,0,0,0,0,0,0
expenses,הוצאות,0,1,0,0,0,0,0,0,0,0
expensive,יָקָר,0,0,0,0,0,0,0,0,0,0
experience,ניסיון,0,0,0,0,0,0,0,0,0,0
experienced,מְנוּסֶה,1,0,0,0,0,0,0,0,0,1
experiences,חוויות,0,0,0,0,0,0,0,0,0,0
experiment,לְנַסוֹת,0,0,0,1,0,0,0,0,1,0
experimental,נִסיוֹנִי,0,0,0,0,0,0,0,0,0,0
experimenter,נסיין,0,0,0,0,0,0,0,0,0,0
expert,מוּמחֶה,1,0,0,0,0,0,0,0,0,1
expertise,מומחיות,1,0,0,0,0,0,0,0,0,1
expiration,תפוגה,0,0,0,0,0,0,0,0,0,0
expire,לָפוּג,0,1,0,0,0,0,0,1,0,0
expired,לא בתוקף,0,1,0,0,0,0,0,0,0,0
expiry,תְפוּגָה,0,0,0,0,0,0,0,0,0,0
explain,להסביר,1,0,0,0,0,0,0,0,0,1
explanation,הֶסבֵּר,0,0,0,0,0,0,0,0,0,0
explanatory,מַסבִּיר,0,0,0,0,0,0,0,0,0,0
expletive,גס,0,1,1,0,0,0,0,0,0,0
explication,הֶסבֵּר,0,0,0,0,0,0,0,0,0,0
explode,לְהִתְפּוֹצֵץ,0,1,1,0,0,1,0,1,1,0
exploit,לְנַצֵל,0,0,0,0,0,0,0,0,0,0
explore,לַחקוֹר,0,0,0,1,0,0,0,0,0,0
explorer,מגלה ארצות,0,0,0,0,0,0,0,0,0,0
explosion,הִתְפּוֹצְצוּת,0,1,0,0,0,1,0,0,1,0
explosive,חומר נפץ,0,1,1,1,0,1,0,0,1,0
exponent,מַעֲרִיך,0,0,0,0,0,0,0,0,0,0
exponential,אקספוננציאלית,0,0,0,0,0,0,0,0,0,0
export,יְצוּא,0,0,0,0,0,0,0,0,0,0
exportation,#NAME?,0,0,0,0,0,0,0,0,0,0
expose,לַחשׂוֹף,0,0,0,1,0,1,0,0,0,0
exposed,חָשׂוּף,0,1,0,0,0,0,0,0,0,0
exposition,תַעֲרוּכָה,0,0,0,0,0,0,0,0,0,0
expository,מַסבִּיר,0,0,0,0,0,0,0,0,0,0
exposure,חשיפה,0,0,0,0,0,0,0,0,0,0
expound,לְבָאֵר,0,0,0,0,0,0,0,0,0,0
express,אֶקְסְפּרֶס,0,0,0,0,0,0,0,0,0,0
expression,ביטוי,0,0,0,0,0,0,0,0,0,0
expressive,אֶקְסְפּרֶסִיבִי,0,0,0,0,0,0,0,0,0,0
expropriation,הַפקָעָה,0,1,0,0,0,0,0,0,0,0
expulsion,גֵרוּשׁ,0,1,1,0,1,1,0,1,0,0
exquisite,מְעוּדָן,1,0,0,0,0,0,1,0,0,0
exquisitely,יפה,1,0,0,0,0,0,0,0,0,0
extant,קַיָם,0,0,0,0,0,0,0,0,0,0
extend,לְהַאֲרִיך,1,0,0,0,0,0,0,0,0,0
extendable,ניתן להרחבה,0,0,0,0,0,0,0,0,0,0
extended,מורחב,0,0,0,0,0,0,0,0,0,0
extension,סיומת,0,0,0,0,0,0,0,0,0,0
extensive,נִרחָב,1,0,0,0,0,0,0,0,0,0
extent,הרחבה,0,0,0,0,0,0,0,0,0,0
exterior,חִיצוֹנִי,0,0,0,0,0,0,0,0,0,0
exterminate,לְהַשְׁמִיד,0,1,0,0,0,1,0,1,0,0
extermination,הַשׁמָדָה,0,1,1,0,0,1,0,0,0,0
external,חיצוני,0,0,0,0,0,0,0,0,0,0
externally,מבחינה חיצונית,0,0,0,0,0,0,0,0,0,0
extinct,נִכחָד,0,1,0,0,0,0,0,1,0,0
extinguish,לְכַבּוֹת,0,1,1,0,0,0,0,0,0,0
extra,תוֹסֶפֶת,1,0,0,0,0,0,0,0,0,0
extract,לחלץ,0,0,0,0,0,0,0,0,0,0
extracting,חילוץ,0,0,0,0,0,0,0,0,0,0
extraction,הוֹצָאָה,0,0,0,0,0,0,0,0,0,0
extractor,חוֹלֵץ,0,0,0,0,0,0,0,0,0,0
extradition,הַסגָרָה,0,0,0,0,0,0,0,0,0,0
extrajudicial,מיותר,0,1,0,0,0,1,0,0,0,0
extramural,חיצוני,0,0,0,0,0,0,0,0,0,0
extraneous,חִיצוֹנִי,0,0,0,0,0,0,0,0,0,0
extraordinary,יוצא דופן,1,0,0,0,0,0,0,0,0,0
extravaganza,אקסטרווגנזה,0,0,0,0,0,0,0,0,0,0
extreme,קיצוני,0,0,0,0,0,0,0,0,0,0
extremely,מְאוֹד,0,0,0,0,0,0,0,0,0,0
extremity,קָצֶה,0,1,0,0,0,0,0,0,0,0
extricate,לְחַלֵץ,1,0,0,1,0,0,0,0,0,0
extrinsic,חִיצוֹנִי,0,0,0,0,0,0,0,0,0,0
extrusion,שִׁחוּל,0,0,0,0,0,0,0,0,0,0
exuberance,שֶׁפַע,1,0,0,0,0,0,1,0,0,0
exude,לְהַפְרִישׁ,0,0,0,0,0,0,0,0,0,0
eye,עַיִן,0,0,0,0,0,0,0,0,0,0
eyeglass,משקפיים,0,0,0,0,0,0,0,0,0,0
eyelet,חָרִיר,0,0,0,0,0,0,0,0,0,0
eyepiece,עינית,0,0,0,0,0,0,0,0,0,0
eyesight,רְאִיָה,0,0,0,0,0,0,0,0,0,0
eyewitness,עֵד רְאָיָה,0,0,0,0,0,0,0,0,0,1
fable,מָשָׁל,0,0,0,0,0,0,0,0,0,0
fabric,בד,0,0,0,0,0,0,0,0,0,0
fabricate,לְפַבְּרֵק,0,1,0,0,0,0,0,0,0,0
fabricated,מְפוּבּרָק,0,0,0,0,0,0,0,0,0,0
fabrication,זִיוּף,0,1,0,0,0,0,0,0,0,1
facade,חֲזִית,0,0,0,0,0,0,0,0,0,0
face,פָּנִים,0,0,0,0,0,0,0,0,0,0
facet,פָּן,0,0,0,0,0,0,0,0,0,0
facile,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
facilitate,לְהַקֵל,1,0,0,0,0,0,0,0,0,0
facility,מִתקָן,0,0,0,0,0,0,0,0,0,0
facing,מוּל,0,0,0,0,0,0,0,0,0,0
facsimile,פָקסִימִילִיָה,0,0,0,0,0,0,0,0,0,0
fact,עוּבדָה,0,0,0,0,0,0,0,0,0,1
faction,סִיעָה,0,0,0,0,0,0,0,0,0,0
factor,גורם,0,0,0,0,0,0,0,0,0,0
factory,בית חרושת,0,0,0,0,0,0,0,0,0,0
facts,עובדות,1,0,0,0,0,0,0,0,0,1
faculties,פקולטות,0,0,0,0,0,0,0,0,0,0
faculty,סגל,1,0,0,0,0,0,0,0,0,1
fad,תַחבִּיב,0,0,0,0,0,0,0,0,0,0
fade,לִדעוֹך,0,1,0,0,0,0,0,0,0,0
faded,דהה,0,0,0,0,0,0,0,0,0,0
faeces,צוֹאָה,0,1,0,0,1,0,0,0,0,0
failing,כושל,0,1,1,1,0,1,0,1,0,0
failure,כישלון,0,1,0,0,1,1,0,1,0,0
fain,NO TRANSLATION,1,0,0,1,0,0,1,0,0,1
fainting,הִתעַלְפוּת,0,1,0,0,0,1,0,1,1,0
fair,הוֹגֶן,1,0,0,0,0,0,0,0,0,0
fairly,לְמַדַי,1,0,0,0,0,0,0,0,0,1
fairway,מַעֲבָר פָּתוּחַ,0,0,0,0,0,0,0,0,0,0
fairy,פיות,0,0,0,0,0,0,0,0,0,0
faith,אֱמוּנָה,1,0,0,1,0,0,1,0,0,1
faithful,נאמן,1,0,0,0,0,0,0,0,0,1
faithless,ללא אמונה,0,1,0,0,0,0,0,1,0,0
fake,מְזוּיָף,0,1,0,0,0,0,0,0,0,0
fall,נפילה,0,1,0,0,0,0,0,1,0,0
fallacious,מוּטעֶה,0,1,1,0,0,0,0,0,0,0
fallacy,הטעות,0,1,0,0,0,0,0,0,0,0
fallible,עָלוּל לִטעוֹת,0,1,0,0,0,0,0,0,0,0
falling,נופל,0,1,0,0,0,0,0,1,0,0
fallow,מוּבָר,0,1,0,0,0,0,0,0,0,0
falsehood,שֶׁקֶר,0,1,1,0,0,0,0,0,0,1
falsely,שקר,0,1,0,0,0,0,0,0,0,0
falsification,זִיוּף,0,1,1,0,0,0,0,0,0,0
falsified,מזויף,0,0,0,0,0,0,0,0,0,0
falsify,לְסַלֵף,0,1,0,0,1,0,0,0,0,0
falsity,זִיוּף,0,1,0,0,1,0,0,0,0,0
falter,לְהַסֵס,0,1,0,0,0,1,0,0,0,0
fame,פִּרסוּם,1,0,0,0,0,0,0,0,0,0
famed,מְפוּרסָם,0,0,0,0,0,0,0,0,0,0
familiar,מוּכָּר,1,0,0,0,0,0,0,0,0,1
familiarity,בְּקִיאוּת,1,0,0,1,0,0,1,0,0,1
familiarize,0.201,0,0,0,0,0,0,0,0,0,0
famine,רָעָב,0,1,0,0,0,0,0,1,0,0
famous,מפורסם,1,0,0,0,0,0,0,0,0,0
famously,מפורסם,1,0,0,0,0,0,0,0,0,0
fan,אוהד,0,0,0,0,0,0,0,0,0,0
fanatic,קַנַאִי,0,1,0,0,0,0,0,0,0,0
fanaticism,קַנָאוּת,0,0,0,0,0,1,0,0,0,0
fanciful,דִמיוֹנִי,0,0,0,0,0,0,0,0,0,0
fancy,לְחַבֵּב,1,0,0,1,0,0,1,0,0,0
fandango,פאנדאנגו,0,0,0,0,0,0,0,0,0,0
fanfare,תְרוּעַת חֲצוֹורוֹת,1,0,0,1,0,0,1,0,1,0
fang,NO TRANSLATION,0,0,0,0,0,1,0,0,0,0
fangs,ניבים,0,0,0,0,0,1,0,0,0,0
fanning,פנינג,0,0,0,0,0,0,0,0,0,0
fantasia,פַנטָסִיָה,0,0,0,0,0,0,0,0,0,0
fantasy,פנטזיה,0,0,0,0,0,0,0,0,0,0
farce,מַהֲתַלַה,0,1,0,0,0,0,0,0,0,0
farcical,מְגוּחָך,0,1,0,0,1,0,0,0,0,0
fare,דמי נסיעה,0,0,0,0,0,0,0,0,0,0
farewell,פְּרִידָה,0,0,0,0,0,0,0,0,0,0
farm,חווה חקלאית,0,0,0,1,0,0,0,0,0,0
farmer,חַקלאַי,0,0,0,0,0,0,0,0,0,0
farmhouse,בית חווה,0,0,0,0,0,0,0,0,0,0
farming,חַקלָאוּת,0,0,0,0,0,0,0,0,0,0
faro,פארו,0,0,0,0,0,0,0,0,0,0
farther,רחוק יותר,0,0,0,0,0,0,0,0,0,0
fascia,fascia,0,0,0,0,0,0,0,0,0,0
fascinating,מַקסִים,1,0,0,0,0,0,0,0,0,0
fascination,קֶסֶם,1,0,0,0,0,0,0,0,0,0
fashion,אופנה,0,0,0,0,0,0,0,0,0,0
fashionable,אופנתי,1,0,0,0,0,0,0,0,0,0
fasten,לְהַדֵק,0,0,0,0,0,0,0,0,0,0
fastener,אֶטֶב,0,0,0,0,0,0,0,0,0,0
fastening,מַהְדֵק,0,0,0,0,0,0,0,0,0,0
fasting,תַעֲנִית,0,1,0,0,0,0,0,1,0,0
fat,שמן,0,1,0,0,1,0,0,1,0,0
fatal,קָטלָנִי,0,1,1,0,0,1,0,1,0,0
fatality,מִקרֶה מָוֶת,0,1,0,0,0,1,0,1,0,0
fate,גוֹרָל,0,1,0,1,0,0,0,0,0,0
fated,נֶחְרַץ,0,0,0,0,0,0,0,0,0,0
father,אַבָּא,0,0,0,0,0,0,0,0,0,1
fathom,לַחדוֹר לְעוֹמֶק,0,0,0,0,0,0,0,0,0,0
fatigue,עייפות,0,1,0,0,0,0,0,0,0,0
fatigued,עָיֵף,0,1,0,0,0,0,0,1,0,0
fatty,שמן,0,1,0,0,1,0,0,1,0,0
fault,אשמה,0,1,0,0,0,0,0,1,0,0
faultless,לְלֹא פְּגָם,1,0,0,0,0,0,0,0,0,1
faulty,פָּגוּם,0,1,0,0,0,0,0,0,0,0
fauna,עוֹלַם הָחַי,0,0,0,0,0,0,0,0,0,0
favor,טוֹבָה,0,0,0,0,0,0,0,0,0,0
favorable,חִיוּבִי,1,0,0,1,0,0,1,0,1,1
favorite,אהוב,1,0,0,0,0,0,1,0,0,1
favoritism,מַשׂוֹא פָּנִים,1,0,0,0,0,0,0,0,0,0
fawn,לְהִתְחַנֵף,0,1,0,0,0,0,0,0,0,0
fear,פַּחַד,0,1,1,0,0,1,0,0,0,0
fearful,חוֹשֵׁשׁ,0,1,0,0,0,1,0,1,0,0
fearfully,בַּחֲשָׁשׁ,0,1,0,0,0,1,0,1,1,0
fearing,פחד,0,1,0,0,0,1,0,0,0,0
fearless,חסר פחד,1,0,0,0,0,1,0,0,0,0
feasibility,סְבִירוּת,0,0,0,0,0,0,0,0,0,0
feasible,אפשרי,0,0,0,0,0,0,0,0,0,0
feat,מַעֲלָל,1,0,0,1,0,0,1,0,1,0
feather,נוֹצָה,0,0,0,0,0,0,0,0,0,0
feature,תכונה,1,0,0,0,0,0,0,0,0,0
features,מאפיינים,0,0,0,0,0,0,0,0,0,0
febrile,קַדַחתָנִי,0,1,0,0,0,0,0,0,0,0
fecal,צואה,0,1,0,0,1,0,0,0,0,0
feces,צוֹאָה,0,1,0,0,1,0,0,0,0,0
fecundity,פּוֹרִיוּת,0,0,0,0,0,0,0,0,0,0
federal,פדרלי,0,0,0,0,0,0,0,0,0,0
federation,פֵדֵרַצִיָה,0,0,0,0,0,0,0,0,0,0
fee,תַשְׁלוּם,0,1,1,0,0,0,0,0,0,0
feeble,חָלוּשׁ,0,1,0,0,0,0,0,1,0,0
feed,הזנה,0,0,0,0,0,0,0,0,0,0
feeder,מֵזִין,0,0,0,0,0,0,0,0,0,0
feel,להרגיש,0,0,0,0,0,0,0,0,0,0
feeling,מַרגִישׁ,1,1,1,1,1,1,1,1,1,1
feet,רגל,0,0,0,0,0,0,0,0,0,0
feigned,מְדוּמֶה,0,1,0,0,0,0,0,0,0,0
felicity,שִׂמְחָה,1,0,0,0,0,0,1,0,0,0
feline,חֲתוּלִי,0,0,0,0,0,0,0,0,0,0
fell,נפל,0,1,0,0,0,0,0,1,0,0
fellow,עָמִית,1,0,0,0,0,0,0,0,0,1
fellowship,מַעֲנָק,1,0,0,0,0,0,0,0,0,0
felon,פּוֹשֵׁעַ,0,1,0,0,0,1,0,0,0,0
felony,פֶּשַׁע,0,1,0,0,0,0,0,0,0,0
felt,הרגיש,0,0,0,0,0,0,0,0,0,0
female,נְקֵבָה,1,0,0,0,0,0,0,0,0,0
feminine,נָשִׁי,0,0,0,0,0,0,0,0,0,0
femininity,נָשִׁיוּת,0,0,0,0,0,0,0,0,0,0
feminist,פֶמִינִיסט,0,0,0,0,0,0,0,0,0,0
fen,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
fence,גָדֵר,0,0,0,0,0,0,0,0,0,0
fenced,מְגוּדָר,0,0,1,0,0,0,0,0,0,0
fend,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
fender,פָּגוֹשׁ,0,0,0,0,0,0,0,0,0,1
fennel,שׁוּמָר,0,0,0,0,0,0,0,0,0,0
ferment,תְסִיסָה,0,1,0,1,0,0,0,0,0,0
fermentation,תְסִיסָה,0,0,0,1,0,0,0,0,0,0
fern,שָׁרָך,0,0,0,0,0,0,0,0,0,0
ferocious,פְּרָאִי,0,1,1,0,1,1,0,0,0,0
ferocity,פִּראוּת,0,1,1,0,0,0,0,0,0,0
ferry,מַעבּוֹרֶת,0,0,0,0,0,0,0,0,0,0
fertile,פורה,1,0,0,0,0,0,0,0,0,0
fertilize,לְדַשֵׁן,0,0,0,0,0,0,0,0,0,0
fervent,נִלהָב,0,0,0,0,0,0,0,0,0,0
fervor,לַהַט,1,0,1,0,0,0,1,0,0,0
festival,פֶסטִיבָל,1,0,0,1,0,0,1,0,1,0
festive,חֲגִיגִי,1,0,0,0,0,0,1,0,0,0
fetch,לְהָבִיא,0,0,0,0,0,0,0,0,0,0
fete,NO TRANSLATION,1,0,0,1,0,0,1,0,1,0
fetish,פֵטִישׁ,0,0,0,0,0,0,0,0,0,0
feud,סִכסוּך,0,1,1,0,0,0,0,0,0,0
feudal,פיאודלי,0,1,0,0,0,0,0,0,0,0
feudalism,פֵאוֹדָלִיוּת,0,1,1,0,0,0,0,1,0,0
fever,קַדַחַת,0,0,0,0,0,1,0,0,0,0
feverish,קוֹדֵחַ,0,1,0,0,0,0,0,0,0,0
fiancee,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
fiasco,כִּשָׁלוֹן,0,1,0,0,0,0,0,0,0,0
fiat,צַו,0,0,0,0,0,0,0,0,0,0
fib,שֶׁקֶר,0,1,1,0,0,0,0,0,0,0
fiber,סִיב,0,0,0,0,0,0,0,0,0,0
fibrous,סִיבִי,0,0,0,0,0,0,0,0,0,0
fickle,הֲפַכְפַּך,0,1,0,0,0,0,0,0,0,0
fiction,ספרות בדיונית,0,0,0,0,0,0,0,0,0,0
fictitious,בָּדוּי,0,1,0,0,0,0,0,0,0,0
fiddle,כינור,0,0,0,0,0,0,0,0,0,0
fiddler,כַּנָר,0,0,0,0,0,0,0,0,0,0
fidelity,נֶאֱמָנוּת,1,0,0,0,0,0,1,0,0,1
fiduciary,אמונים,0,0,0,0,0,0,0,0,0,0
field,שדה,0,0,0,0,0,0,0,0,0,0
fiend,שָׂטָן,0,1,1,0,1,1,0,0,0,0
fierce,עַז,0,1,1,0,1,1,0,0,0,0
fiesta,חַג,1,0,0,1,0,0,1,0,1,1
fight,מַאֲבָק,0,1,1,0,0,1,0,0,0,0
fighter,לוֹחֶם,0,0,0,0,0,0,0,0,0,0
fighting,לְחִימָה,0,1,1,0,0,0,0,0,0,0
figment,הַמצָאָה,0,0,0,0,0,0,0,0,0,0
figurative,צִיוּרִי,0,0,0,0,0,0,0,0,0,0
figure,דמות,0,0,0,0,0,0,0,0,0,0
figurine,פִּסלוֹן,0,0,0,0,0,0,0,0,0,0
filament,נִימָה,0,0,0,0,0,0,0,0,0,0
filamentous,נימוסי,0,0,0,0,0,0,0,0,0,0
file,קוֹבֶץ,0,0,0,0,0,0,0,0,0,0
filibuster,פיליבסטר,0,1,0,0,0,0,0,0,0,0
filigree,פִילִיגרָן,0,0,0,0,0,0,0,0,0,0
filing,תיוק,0,0,0,0,0,0,0,0,0,0
filings,נְשׁוֹרֶת,0,0,0,0,0,0,0,0,0,0
fill,למלא,0,0,0,0,0,0,0,0,0,1
fillet,פִילֶה,0,0,0,0,0,0,0,0,0,0
filling,מילוי,0,0,0,0,0,0,0,0,0,0
filly,סְיָחָה,0,0,0,0,0,0,0,0,0,0
film,סרט צילום,0,0,0,0,0,0,0,0,0,0
filmy,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
filter,לְסַנֵן,0,0,0,0,0,0,0,0,0,0
filth,זוּהֲמָה,0,1,0,0,1,0,0,0,0,0
filthy,מלוכלך,0,1,0,0,1,0,0,0,0,0
fin,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
final,סופי,0,0,0,0,0,0,0,0,0,0
finale,סִיוּם,0,0,0,0,0,0,0,0,0,0
finality,סוֹפִיוּת,0,0,0,0,0,0,0,0,0,0
finally,סוף כל סוף,1,0,0,1,1,0,1,0,1,1
finance,לְמַמֵן,0,0,0,0,0,0,0,0,0,0
financial,כַּספִּי,0,0,0,0,0,0,0,0,0,0
financier,כספים,0,0,0,0,0,0,0,0,0,0
finch,פָּרוּשׁ,0,0,0,0,0,0,0,0,0,0
find,למצוא,0,0,0,0,0,0,0,0,0,0
finding,מִמצָא,0,0,0,0,0,0,0,0,0,0
finery,הִדוּר,1,0,0,0,0,0,0,0,0,0
finesse,עֲדִינוּת,1,0,0,0,0,0,0,0,0,0
finger,אֶצבַּע,0,0,0,0,0,0,0,0,0,0
fingerprint,טביעת אצבע,0,0,0,0,0,0,0,0,0,0
finish,סִיוּם,0,0,0,0,0,0,0,0,0,0
finite,סוֹפִי,0,0,0,0,0,0,0,0,0,0
fink,מַלשִׁין,0,0,0,0,0,0,0,0,0,0
fire,אֵשׁ,0,0,0,0,0,1,0,0,0,0
firearms,נשק,0,1,1,0,0,1,0,0,0,0
fireball,כדור אש,1,0,0,0,0,0,0,0,0,0
firefly,גַחֲלִילִית,0,0,0,0,0,0,0,0,0,0
fireman,כַּבַּאי,0,0,0,0,0,0,0,0,0,1
